1,"OSP – Online ","Data Supply Chain","General","> 25 years","0","0","1","0","0","Medium >2 & < 8 Tickets/Year","Low < 2 Hours/Day","0","1","Low < 50K Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct but not immediate Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
2,"AOS – Batch","Data Supply Chain","General","> 25 years","15","723","0","515","0","Medium >2 & < 8 Tickets/Year","High >4 Hours/Day","50","10","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct but not immediate Revenue Impact","Medium - 10 to 50 users","4 to 12 Hours","< 5 systems","No","Met SLA","No","No","Yes","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
3,"Dunslink /Credit Fab","Data Supply Chain","Focussed","> 25 years","28","1526","1","851","15","Medium >2 & < 8 Tickets/Year","Low < 2 Hours/Day","50","11","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","High > 50 Users","4 to 12 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
4,"Data Collections","Data Supply Chain","General","10 Years","7","606","2","12","2","Medium >2 & < 8 Tickets/Year","Low < 2 Hours/Day","5","1","Medium > 50K Txns to 1 Mn Txns","Niche & Support Unavailable","Partial","Medium 3% to 8%","No","Indirect Revenue Impact","Medium - 10 to 50 users","12 Hours to 1 Day","< 5 systems","Yes","Met SLA","Yes","Yes","No","> 5","Yes - 1 SME","No","No","Yes","Yes - High Priority issues","Yes - High Priority issues","No","Partial"
5,"GDR/DDR/GLR/ATLAS","Data Supply Chain","General",">10 years","20","2841","8","1842","7","Medium >2 & < 8 Tickets/Year","High >4 Hours/Day","384","19","High >1M Txns","Legacy & Support Available","Partial","Medium 3% to 8%","No","Direct but not immediate Revenue Impact","Low < 10 users","4 to 12 Hours","< 5 systems","Yes","Met SLA","Yes","Yes","No","< 2","Yes - 1 SME","Yes","Yes","Yes","No","Yes - High Priority issues","No","Partial"
6,"Legacy Trade","Data Supply Chain","General","> 25 years","9","627","0","606","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","20","10","High >1M Txns","Legacy & Support Available","Yes","Low < 3%","Yes","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
7,"Public Record Input Handlers","Data Supply Chain","General","> 25 years","24","222","0","135","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","20","3","High >1M Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct but not immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
8,"Marketing and Related Application (WB Extract) MRA","Data Supply Chain","General","> 25 years","3","335","0","148","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","50","5","Medium > 50K Txns to 1 Mn Txns","Legacy & Support Available","Yes","Low < 3%","No","Indirect Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
9,"WB Extract","Data Supply Chain","General","> 25 years","2","387","0","183","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","50","10","High >1M Txns","Legacy & Support Available","Yes","Low < 3%","No","Direct & Immediate Revenue Impact","High > 50 Users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes > 1 SME","Yes","Yes","Yes","No","No","No","Yes"
10,"SAS Data Warehouse","Data Supply Chain","Life",">10 years","0","928","0","740","0","Medium >2 & < 8 Tickets/Year","Medium <4 Hours/Day","50","4","High >1M Txns","Legacy & Support Available","Yes","Medium 3% to 8%","No","Direct but not immediate Revenue Impact","Medium - 10 to 50 users","< 4 Hours","< 5 systems","Yes","Met SLA","No","No","Yes","< 2","Yes - 1 SME","Yes","Yes","Yes","No","No","No","Yes"
